Position;Track_Name;Artist;Streams;Date
125;Bandit saleté;Sofiane;25626;2017-05-15
126;Les années de plomb;SCH;25529;2017-05-15
127;J’écris;Alonzo;25271;2017-05-15
128;Naha;PNL;25169;2017-05-15
129;Paris;The Chainsmokers;24505;2017-05-15
130;Chained To The Rhythm;Katy Perry;24480;2017-05-15
131;Day Date;SCH;24056;2017-05-15
132;Aloha;Møme;23987;2017-05-15
133;Saturne;Nekfeu;23912;2017-05-15
134;Pas la paix;SCH;23726;2017-05-15
135;Pour walou;Scridge;23634;2017-05-15
136;Amnésie;Damso;23435;2017-05-15
137;100 rêves;DTF;23083;2017-05-15
138;Double h;Hornet La Frappe;22968;2017-05-15
139;DKR;Booba;22965;2017-05-15
140;Ca va;SCH;22959;2017-05-15
141;Bazardée;KeBlack;22807;2017-05-15
142;First Time;Kygo;22723;2017-05-15
143;Bad and Boujee (feat. Lil Uzi Vert);Migos;21724;2017-05-15
144;Petit prince;Sadek;21615;2017-05-15
145;Dis-moi que tu m'aimes;Ninho;21443;2017-05-15
146;Say You Won't Let Go;James Arthur;21419;2017-05-15
147;Traîtres;Lacrim;21340;2017-05-15
148;Squa;Nekfeu;21289;2017-05-15
149;Genie (feat. Mayer Hawthorne);Busy P;20908;2017-05-15
150;Enterrez-les;Kalash Criminel;20808;2017-05-15
151;XO TOUR Llif3;Lil Uzi Vert;20792;2017-05-15
152;Solo Dance;Martin Jensen;20489;2017-05-15
153;Thunder;Imagine Dragons;20431;2017-05-15
154;Temps mort;SCH;20371;2017-05-15
155;Grand Paris;Medine;20309;2017-05-15
156;Dans la légende;PNL;20201;2017-05-15
157;DA;PNL;20178;2017-05-15
158;Cellophané;Rim'K;20133;2017-05-15
159;Igo;Hornet La Frappe;19995;2017-05-15
160;Arrêt du cœur;Kalash Criminel;19915;2017-05-15
161;Pretty Girl - Cheat Codes X CADE Remix;Maggie Lindemann;19836;2017-05-15
162;Bain de sang;Sofiane;19792;2017-05-15
163;I Took A Pill In Ibiza - Seeb Remix;Mike Posner;19744;2017-05-15
164;My Way;Calvin Harris;19425;2017-05-15
165;Tristi;Lacrim;19301;2017-05-15
166;Cheap Thrills;Sia;19251;2017-05-15
167;Météore;SCH;19227;2017-05-15
168;Loin - Pilule Violette;Maître Gims;19207;2017-05-15
169;Pochon bleu;Naps;19151;2017-05-15
170;La bise (feat. Brulux);Sadek;19085;2017-05-15
171;Capsize;FRENSHIP;18739;2017-05-15
172;Castle on the Hill;Ed Sheeran;18571;2017-05-15
173;Colonel Carrillo;Lacrim;18564;2017-05-15
174;La nuit;SCH;18469;2017-05-15
175;Skywalker;S.Pri Noir;18398;2017-05-15
176;Pop Corn;Boostee;18349;2017-05-15
177;Now Or Never;Halsey;18196;2017-05-15
178;Alors alors;Bigflo & Oli;18193;2017-05-15
179;Andale (feat. Gradur);Sadek;18055;2017-05-15
180;Whatever It Takes;Imagine Dragons;18008;2017-05-15
181;Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;17998;2017-05-15
182;Let It Go;James Bay;17922;2017-05-15
183;Dans la lune;Sadek;17789;2017-05-15
184;Jusqu'au dernier gramme;PNL;17714;2017-05-15
185;Oblah;Gradur;17685;2017-05-15
186;Heal Tomorrow;Naïve New Beaters;17531;2017-05-15
187;Mon ami;Still Fresh;17437;2017-05-15
188;Skurt Cobain;Sneazzy;17263;2017-05-15
189;Starboy;The Weeknd;17253;2017-05-15
190;Dans la cité;Djadja & Dinaz;17242;2017-05-15
191;Elle et l'autre;Jul;17189;2017-05-15
192;In the Jungle;Rilès;17187;2017-05-15
193;X;Sofiane;17103;2017-05-15
194;Ride;Twenty One Pilots;17087;2017-05-15
195;Mauvais comportement;Djadja & Dinaz;17073;2017-05-15
196;iSpy (feat. Lil Yachty);KYLE;17060;2017-05-15
197;Oceans Away;A R I Z O N A;16994;2017-05-15
198;Ma kush;SCH;16808;2017-05-15
199;This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners;Kungs;16771;2017-05-15
200;Les menottes (Tching Tchang Tchong);L'Algérino;16746;2017-05-15
1;Θ. Macarena;Damso;187307;2017-05-16
2;Shape of You;Ed Sheeran;134679;2017-05-16
3;Despacito - Remix;Luis Fonsi;126882;2017-05-16
4;Α. Nwaar Is The New Black;Damso;118821;2017-05-16
5;Γ. Mosaïque solitaire;Damso;116251;2017-05-16
6;Mask Off;Future;107648;2017-05-16
7;Ε. Signaler;Damso;105893;2017-05-16
8;I'm the One;DJ Khaled;100402;2017-05-16
9;B. #QuedusaalVie;Damso;96888;2017-05-16
10;Mon p'tit loup;Sofiane;93669;2017-05-16
11;Despacito (Featuring Daddy Yankee);Luis Fonsi;92968;2017-05-16
12;N. J Respect R;Damso;82296;2017-05-16
13;Ζ. Kietu;Damso;80205;2017-05-16
14;It Ain't Me (with Selena Gomez);Kygo;77441;2017-05-16
15;Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;75295;2017-05-16
16;Chocolat (feat. Awa);Lartiste;73756;2017-05-16
17;Toka;Sofiane;72452;2017-05-16
18;Call On Me - Ryan Riback Extended Remix;Starley;72392;2017-05-16
19;Δ. Dieu ne ment jamais;Damso;71382;2017-05-16
20;You Don't Know Me - Radio Edit;Jax Jones;71113;2017-05-16
21;Symphony (feat. Zara Larsson);Clean Bandit;70913;2017-05-16
22;Κ. Kin la belle;Damso;67074;2017-05-16
23;Ghetto;Benash;66619;2017-05-16
24;Be Mine;Ofenbach;66414;2017-05-16
25;Passionfruit;Drake;64909;2017-05-16
26;Tout l'monde s'en fout;Sofiane;64721;2017-05-16
27;Stay (with Alessia Cara);Zedd;63993;2017-05-16
28;HUMBLE.;Kendrick Lamar;63586;2017-05-16
29;Η. Gova;Damso;62696;2017-05-16
30;Something Just Like This;The Chainsmokers;62267;2017-05-16
31;I Feel It Coming;The Weeknd;61819;2017-05-16
32;Λ. Lové;Damso;61262;2017-05-16
33;Comme si;SCH;59160;2017-05-16
34;Attention;Charlie Puth;59148;2017-05-16
35;Scared to Be Lonely;Martin Garrix;57962;2017-05-16
36;Slide;Calvin Harris;56905;2017-05-16
37;Ι. Peur d'être père;Damso;52345;2017-05-16
38;Marion Maréchal;Sofiane;50742;2017-05-16
39;Run Up (feat. PARTYNEXTDOOR & Nicki Minaj);Major Lazer;50204;2017-05-16
40;Bené;PNL;50092;2017-05-16
41;Believer;Imagine Dragons;49965;2017-05-16
42;Galway Girl;Ed Sheeran;49394;2017-05-16
43;Skin;Rag'n'Bone Man;49366;2017-05-16
44;Sunset Lover;Petit Biscuit;49304;2017-05-16
45;Brothers;Rilès;49052;2017-05-16
46;There's Nothing Holdin' Me Back;Shawn Mendes;48946;2017-05-16
47;Bon Appétit;Katy Perry;48927;2017-05-16
48;Sign of the Times;Harry Styles;48433;2017-05-16
49;Back For More (feat. Daecolm);Feder;48146;2017-05-16
50;Poupée russe;SCH;48079;2017-05-16
51;That's What I Like;Bruno Mars;47530;2017-05-16
52;It Won't Kill Ya;The Chainsmokers;47144;2017-05-16
53;Down;Marian Hill;47137;2017-05-16
54;Gramme 2 peuf;Hornet La Frappe;47030;2017-05-16
55;Million Eyes;Loïc Nottet;46600;2017-05-16
56;Cold;Maroon 5;46482;2017-05-16
57;No Lie;Sean Paul;45764;2017-05-16
58;Never Give Up;Sia;45527;2017-05-16
59;Le cercle;Sofiane;44889;2017-05-16
60;Μ. Noob Saibot;Damso;44844;2017-05-16
61;Chasse à l'homme;Niska;44714;2017-05-16
62;Poto;Sofiane;44266;2017-05-16
63;Tuesday;Burak Yeter;44215;2017-05-16
64;Good Life (with G-Eazy & Kehlani);G-Eazy;43900;2017-05-16
65;Hear Me Now;Alok;42089;2017-05-16
66;B.O.C;Niska;41594;2017-05-16
67;Ξ. Une âme pour deux;Damso;41216;2017-05-16
68;Way Down We Go;Kaleo;41184;2017-05-16
69;Afro Trap Pt. 8 (Never);MHD;41097;2017-05-16
70;Oh bah oui;Lacrim;39982;2017-05-16
71;Ouloulou;Dabs;39351;2017-05-16
72;Nino Brown;SCH;38388;2017-05-16
73;I Feel So Bad;Kungs;37837;2017-05-16
74;Feu d'artifice;Alonzo;37709;2017-05-16
75;Top album;Mister V;37674;2017-05-16
76;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";ZAYN;37351;2017-05-16
77;Unforgettable;French Montana;37143;2017-05-16
78;Onizuka;PNL;36916;2017-05-16
79;Pégase;Sofiane;36326;2017-05-16
80;J'suis dans l'baye;Niska;35693;2017-05-16
81;Places;Martin Solveig;35534;2017-05-16
82;Grande armée;Lacrim;35321;2017-05-16
83;The Cure;Lady Gaga;35100;2017-05-16
84;MAC 11;SCH;34596;2017-05-16
85;La dolce vita;Lacrim;34479;2017-05-16
86;Your Mind (feat. Kristen Marie);HEDIA;34461;2017-05-16
87;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;34244;2017-05-16
88;Roro;Ninho;33577;2017-05-16
89;Thank God;Rilès;33491;2017-05-16
90;Selfish;Future;33463;2017-05-16
91;Genie (feat. Mayer Hawthorne) - Radio Edit;Busy P;33089;2017-05-16
92;DNA.;Kendrick Lamar;32548;2017-05-16
93;J'attends;SCH;31841;2017-05-16
94;Marabout;Maître Gims;31669;2017-05-16
95;Malibu;Miley Cyrus;31142;2017-05-16
96;Déstabilisé;Djadja & Dinaz;31082;2017-05-16
97;September Song;JP Cooper;30462;2017-05-16
98;Green Light;Lorde;30268;2017-05-16
99;SUBEME LA RADIO;Enrique Iglesias;29970;2017-05-16
100;Je m'en vais;Vianney;29771;2017-05-16
101;One Dance;Drake;29693;2017-05-16
102;Reine;Dadju;29605;2017-05-16
103;Chantaje;Shakira;29448;2017-05-16
104;Human;Rag'n'Bone Man;28848;2017-05-16
105;Let Me Love You;DJ Snake;28768;2017-05-16
106;Whatever It Takes;Imagine Dragons;28488;2017-05-16
107;Sexual;NEIKED;28304;2017-05-16
108;Afro Trap Pt. 7 (La puissance);MHD;28126;2017-05-16
109;Roule;Soprano;27985;2017-05-16
110;Dis-leur;Sofiane;27853;2017-05-16
111;C'est la même;Djadja & Dinaz;27774;2017-05-16
112;Mauvaise graine;Nekfeu;27756;2017-05-16
113;I Do It;Rilès;27669;2017-05-16
114;Paris c'est loin;Damso;27623;2017-05-16
115;Infréquentables;Dosseh;27597;2017-05-16
116;Love Gun - Radio Edit;Tess;27475;2017-05-16
117;Tchoin;Kaaris;27340;2017-05-16
118;Parti de rien;Sofiane;27211;2017-05-16
119;Aloha;Møme;27166;2017-05-16
120;6.45i;SCH;27098;2017-05-16
121;Vitrine;Vald;27029;2017-05-16
122;Issues;Julia Michaels;26891;2017-05-16
123;I Got You;Bebe Rexha;26152;2017-05-16
124;Vampire;MAI LAN;26050;2017-05-16
125;Naha;PNL;25795;2017-05-16
126;Chained To The Rhythm;Katy Perry;25427;2017-05-16
127;Pour walou;Scridge;25152;2017-05-16
128;100 rêves;DTF;24963;2017-05-16
129;J’écris;Alonzo;24918;2017-05-16
130;Cordelette;Sofiane;24899;2017-05-16
131;"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";Nick Jonas;24832;2017-05-16
132;Paris;The Chainsmokers;24531;2017-05-16
133;Les années de plomb;SCH;24448;2017-05-16
134;Saturne;Nekfeu;24430;2017-05-16
135;First Time;Kygo;24176;2017-05-16
136;Double h;Hornet La Frappe;24095;2017-05-16
137;Allez leur dire;SCH;23960;2017-05-16
138;Igo;Hornet La Frappe;23386;2017-05-16
139;Amnésie;Damso;23292;2017-05-16
140;Bazardée;KeBlack;23237;2017-05-16
141;Day Date;SCH;23090;2017-05-16
142;DKR;Booba;23058;2017-05-16
143;I Took A Pill In Ibiza - Seeb Remix;Mike Posner;23011;2017-05-16
144;Bandit saleté;Sofiane;22982;2017-05-16
145;Bois d'argent;Sofiane;22745;2017-05-16
146;Pas la paix;SCH;22692;2017-05-16
147;Dis-moi que tu m'aimes;Ninho;22563;2017-05-16
148;Le bruit des blocks;Sofiane;22393;2017-05-16
149;XO TOUR Llif3;Lil Uzi Vert;22322;2017-05-16
150;Petit prince;Sadek;22256;2017-05-16
151;Traîtres;Lacrim;22061;2017-05-16
152;Bad and Boujee (feat. Lil Uzi Vert);Migos;22034;2017-05-16
153;Ca va;SCH;22020;2017-05-16
154;Dans la lune;Sadek;21787;2017-05-16
155;Grand Paris;Medine;21776;2017-05-16
156;Cheap Thrills;Sia;21639;2017-05-16
157;Enterrez-les;Kalash Criminel;21613;2017-05-16
158;Solo Dance;Martin Jensen;21552;2017-05-16
159;Pochon bleu;Naps;21453;2017-05-16
160;Squa;Nekfeu;21188;2017-05-16
161;Cellophané;Rim'K;21100;2017-05-16
162;Pretty Girl - Cheat Codes X CADE Remix;Maggie Lindemann;21060;2017-05-16
163;Say You Won't Let Go;James Arthur;20988;2017-05-16
164;DA;PNL;20677;2017-05-16
165;Dans la légende;PNL;20629;2017-05-16
166;Arrêt du cœur;Kalash Criminel;20618;2017-05-16
167;My Way;Calvin Harris;20568;2017-05-16
168;Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;20560;2017-05-16
169;Pop Corn;Boostee;20423;2017-05-16
170;Thunder;Imagine Dragons;20272;2017-05-16
171;Heal Tomorrow;Naïve New Beaters;20192;2017-05-16
172;Skywalker;S.Pri Noir;20179;2017-05-16
173;Tristi;Lacrim;19868;2017-05-16
174;Ride;Twenty One Pilots;19711;2017-05-16
175;La bise (feat. Brulux);Sadek;19647;2017-05-16
176;Capsize;FRENSHIP;19499;2017-05-16
177;Temps mort;SCH;19321;2017-05-16
178;Moi aimer Toi;Vianney;19262;2017-05-16
179;Now Or Never;Halsey;19025;2017-05-16
180;Andale (feat. Gradur);Sadek;18903;2017-05-16
181;Loin - Pilule Violette;Maître Gims;18801;2017-05-16
182;White Tiger - Single Version;Izzy Bizu;18737;2017-05-16
183;Météore;SCH;18616;2017-05-16
184;Oblah;Gradur;18259;2017-05-16
185;Oceans Away;A R I Z O N A;18134;2017-05-16
186;Skurt Cobain;Sneazzy;18107;2017-05-16
187;Dans la cité;Djadja & Dinaz;18088;2017-05-16
188;Castle on the Hill;Ed Sheeran;18064;2017-05-16
189;Starboy;The Weeknd;18061;2017-05-16
190;Mélanger;Kalash Criminel;18024;2017-05-16
191;Jusqu'au dernier gramme;PNL;18021;2017-05-16
192;Lean On (feat. MØ & DJ Snake);Major Lazer;17998;2017-05-16
193;Alors alors;Bigflo & Oli;17729;2017-05-16
194;Mauvais comportement;Djadja & Dinaz;17703;2017-05-16
195;Work from Home;Fifth Harmony;17685;2017-05-16
196;This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners;Kungs;17649;2017-05-16
197;Elle et l'autre;Jul;17620;2017-05-16
198;Colonel Carrillo;Lacrim;17604;2017-05-16
199;X;Sofiane;17569;2017-05-16
200;iSpy (feat. Lil Yachty);KYLE;17488;2017-05-16
1;Θ. Macarena;Damso;194226;2017-05-17
2;Shape of You;Ed Sheeran;141248;2017-05-17
3;Despacito - Remix;Luis Fonsi;132158;2017-05-17
4;Α. Nwaar Is The New Black;Damso;120917;2017-05-17
5;Γ. Mosaïque solitaire;Damso;118177;2017-05-17
6;Mask Off;Future;114538;2017-05-17
7;Ε. Signaler;Damso;107463;2017-05-17
8;I'm the One;DJ Khaled;103034;2017-05-17
9;B. #QuedusaalVie;Damso;99149;2017-05-17
10;Mon p'tit loup;Sofiane;96977;2017-05-17
11;Despacito (Featuring Daddy Yankee);Luis Fonsi;95234;2017-05-17
12;N. J Respect R;Damso;84928;2017-05-17
13;It Ain't Me (with Selena Gomez);Kygo;82978;2017-05-17
14;Ζ. Kietu;Damso;81720;2017-05-17
15;Chocolat (feat. Awa);Lartiste;81299;2017-05-17
16;Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;80809;2017-05-17
17;You Don't Know Me - Radio Edit;Jax Jones;77592;2017-05-17
18;Toka;Sofiane;76054;2017-05-17
19;Call On Me - Ryan Riback Extended Remix;Starley;75500;2017-05-17
20;Symphony (feat. Zara Larsson);Clean Bandit;74751;2017-05-17
21;Δ. Dieu ne ment jamais;Damso;72653;2017-05-17
22;Ghetto;Benash;70680;2017-05-17
23;Passionfruit;Drake;69235;2017-05-17
24;Stay (with Alessia Cara);Zedd;68035;2017-05-17
25;Κ. Kin la belle;Damso;67719;2017-05-17
26;Be Mine;Ofenbach;66941;2017-05-17
27;Tout l'monde s'en fout;Sofiane;66603;2017-05-17
28;Something Just Like This;The Chainsmokers;65294;2017-05-17
29;HUMBLE.;Kendrick Lamar;65139;2017-05-17
30;I Feel It Coming;The Weeknd;63430;2017-05-17
31;Η. Gova;Damso;62985;2017-05-17
32;Scared to Be Lonely;Martin Garrix;62316;2017-05-17
33;Attention;Charlie Puth;61931;2017-05-17
34;Λ. Lové;Damso;61666;2017-05-17
35;Slide;Calvin Harris;60716;2017-05-17
36;Comme si;SCH;58714;2017-05-17
37;Skin;Rag'n'Bone Man;55678;2017-05-17
38;Run Up (feat. PARTYNEXTDOOR & Nicki Minaj);Major Lazer;54527;2017-05-17
39;It Won't Kill Ya;The Chainsmokers;53820;2017-05-17
40;Bené;PNL;53809;2017-05-17
41;Ι. Peur d'être père;Damso;52842;2017-05-17
42;Brothers;Rilès;52010;2017-05-17
43;Believer;Imagine Dragons;51832;2017-05-17
44;Galway Girl;Ed Sheeran;51602;2017-05-17
45;Gramme 2 peuf;Hornet La Frappe;51573;2017-05-17
46;Down;Marian Hill;51337;2017-05-17
47;There's Nothing Holdin' Me Back;Shawn Mendes;50813;2017-05-17
48;Sign of the Times;Harry Styles;50680;2017-05-17
49;Million Eyes;Loïc Nottet;50134;2017-05-17
50;Bon Appétit;Katy Perry;49792;2017-05-17
51;Back For More (feat. Daecolm);Feder;49553;2017-05-17
52;Sunset Lover;Petit Biscuit;49536;2017-05-17
53;That's What I Like;Bruno Mars;49478;2017-05-17
54;No Lie;Sean Paul;49263;2017-05-17
55;Poupée russe;SCH;47889;2017-05-17
56;Never Give Up;Sia;47818;2017-05-17
57;Cold;Maroon 5;47733;2017-05-17
58;Marion Maréchal;Sofiane;46466;2017-05-17
59;Chasse à l'homme;Niska;46326;2017-05-17
60;Tuesday;Burak Yeter;45860;2017-05-17
61;Good Life (with G-Eazy & Kehlani);G-Eazy;45803;2017-05-17
62;Μ. Noob Saibot;Damso;45794;2017-05-17
63;B.O.C;Niska;45182;2017-05-17
64;Top album;Mister V;44991;2017-05-17
65;Afro Trap Pt. 8 (Never);MHD;44910;2017-05-17
66;Way Down We Go;Kaleo;44555;2017-05-17
67;Je ne me vois pas briller;Jul;44443;2017-05-17
68;Ouloulou;Dabs;42369;2017-05-17
69;Ξ. Une âme pour deux;Damso;42177;2017-05-17
70;Hear Me Now;Alok;42103;2017-05-17
71;Le cercle;Sofiane;41736;2017-05-17
72;Poto;Sofiane;41705;2017-05-17
73;Oh bah oui;Lacrim;41652;2017-05-17
74;Feu d'artifice;Alonzo;40051;2017-05-17
75;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";ZAYN;39974;2017-05-17
76;Onizuka;PNL;39723;2017-05-17
77;I Feel So Bad;Kungs;39563;2017-05-17
78;Unforgettable;French Montana;39217;2017-05-17
79;J'suis dans l'baye;Niska;38181;2017-05-17
80;Places;Martin Solveig;36945;2017-05-17
81;Grande armée;Lacrim;36733;2017-05-17
82;Your Mind (feat. Kristen Marie);HEDIA;36732;2017-05-17
83;Nino Brown;SCH;36567;2017-05-17
84;Selfish;Future;36432;2017-05-17
85;La dolce vita;Lacrim;36063;2017-05-17
86;The Cure;Lady Gaga;35830;2017-05-17
87;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;35316;2017-05-17
88;Thank God;Rilès;35098;2017-05-17
89;Pégase;Sofiane;34753;2017-05-17
90;Roro;Ninho;34383;2017-05-17
91;Déstabilisé;Djadja & Dinaz;33255;2017-05-17
92;Malibu;Miley Cyrus;32861;2017-05-17
93;DNA.;Kendrick Lamar;32803;2017-05-17
94;MAC 11;SCH;32575;2017-05-17
95;September Song;JP Cooper;32496;2017-05-17
96;SUBEME LA RADIO;Enrique Iglesias;31906;2017-05-17
97;Genie (feat. Mayer Hawthorne) - Radio Edit;Busy P;31891;2017-05-17
98;Whatever It Takes;Imagine Dragons;31604;2017-05-17
99;Afro Trap Pt. 7 (La puissance);MHD;31279;2017-05-17
100;Marabout;Maître Gims;31263;2017-05-17
101;Je m'en vais;Vianney;31148;2017-05-17
102;J'attends;SCH;31096;2017-05-17
103;Green Light;Lorde;31011;2017-05-17
104;Infréquentables;Dosseh;30593;2017-05-17
105;Human;Rag'n'Bone Man;30575;2017-05-17
106;Let Me Love You;DJ Snake;30490;2017-05-17
107;One Dance;Drake;30251;2017-05-17
108;Mauvaise graine;Nekfeu;30217;2017-05-17
109;Reine;Dadju;30179;2017-05-17
110;I Do It;Rilès;29880;2017-05-17
111;Sexual;NEIKED;29819;2017-05-17
112;Paris c'est loin;Damso;29630;2017-05-17
113;Roule;Soprano;29498;2017-05-17
114;Love Gun - Radio Edit;Tess;29441;2017-05-17
115;Tchoin;Kaaris;29341;2017-05-17
116;Vitrine;Vald;28923;2017-05-17
117;Chantaje;Shakira;28803;2017-05-17
118;Issues;Julia Michaels;28753;2017-05-17
119;C'est la même;Djadja & Dinaz;28395;2017-05-17
120;Aloha;Møme;28184;2017-05-17
121;Naha;PNL;27608;2017-05-17
122;I Got You;Bebe Rexha;27229;2017-05-17
123;Paris;The Chainsmokers;27039;2017-05-17
124;6.45i;SCH;26781;2017-05-17
125;Pour walou;Scridge;26602;2017-05-17
126;100 rêves;DTF;26371;2017-05-17
127;Saturne;Nekfeu;26305;2017-05-17
128;First Time;Kygo;25990;2017-05-17
129;Chained To The Rhythm;Katy Perry;25868;2017-05-17
130;J’écris;Alonzo;25670;2017-05-17
131;Vampire;MAI LAN;25623;2017-05-17
132;Bazardée;KeBlack;25527;2017-05-17
133;Dis-leur;Sofiane;25403;2017-05-17
134;Parti de rien;Sofiane;25269;2017-05-17
135;Double h;Hornet La Frappe;25182;2017-05-17
136;Amnésie;Damso;24792;2017-05-17
137;DKR;Booba;24285;2017-05-17
138;Igo;Hornet La Frappe;24157;2017-05-17
139;Dis-moi que tu m'aimes;Ninho;23706;2017-05-17
140;Bad and Boujee (feat. Lil Uzi Vert);Migos;23676;2017-05-17
141;I Took A Pill In Ibiza - Seeb Remix;Mike Posner;23673;2017-05-17
142;"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";Nick Jonas;23434;2017-05-17
143;Say You Won't Let Go;James Arthur;23409;2017-05-17
144;Pochon bleu;Naps;23313;2017-05-17
145;Squa;Nekfeu;23148;2017-05-17
146;Petit prince;Sadek;22962;2017-05-17
147;Traîtres;Lacrim;22532;2017-05-17
148;Cheap Thrills;Sia;22523;2017-05-17
149;Les années de plomb;SCH;22518;2017-05-17
150;Cordelette;Sofiane;22459;2017-05-17
151;Allez leur dire;SCH;22433;2017-05-17
152;Dans la lune;Sadek;22408;2017-05-17
153;Grand Paris;Medine;22368;2017-05-17
154;Arrêt du cœur;Kalash Criminel;22208;2017-05-17
155;Capsize;FRENSHIP;22204;2017-05-17
156;Dans la légende;PNL;22167;2017-05-17
157;XO TOUR Llif3;Lil Uzi Vert;22162;2017-05-17
158;DA;PNL;22069;2017-05-17
159;Enterrez-les;Kalash Criminel;21988;2017-05-17
160;Cellophané;Rim'K;21927;2017-05-17
161;Pretty Girl - Cheat Codes X CADE Remix;Maggie Lindemann;21771;2017-05-17
162;My Way;Calvin Harris;21748;2017-05-17
163;Bandit saleté;Sofiane;21548;2017-05-17
164;Day Date;SCH;21547;2017-05-17
165;Thunder;Imagine Dragons;21511;2017-05-17
166;Pas la paix;SCH;21470;2017-05-17
167;Skywalker;S.Pri Noir;21411;2017-05-17
168;Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;21054;2017-05-17
169;Loin - Pilule Violette;Maître Gims;21042;2017-05-17
170;La bise (feat. Brulux);Sadek;21036;2017-05-17
171;Pop Corn;Boostee;20925;2017-05-17
172;Bois d'argent;Sofiane;20436;2017-05-17
173;Le bruit des blocks;Sofiane;20405;2017-05-17
174;Solo Dance;Martin Jensen;20174;2017-05-17
175;Tristi;Lacrim;20074;2017-05-17
176;Ride;Twenty One Pilots;20047;2017-05-17
177;Now Or Never;Halsey;20038;2017-05-17
178;Ca va;SCH;19953;2017-05-17
179;Andale (feat. Gradur);Sadek;19937;2017-05-17
180;Don't Wanna Know;Maroon 5;19618;2017-05-17
181;Heal Tomorrow;Naïve New Beaters;19610;2017-05-17
182;Castle on the Hill;Ed Sheeran;19543;2017-05-17
183;Oblah;Gradur;19527;2017-05-17
184;Starboy;The Weeknd;19212;2017-05-17
185;Skurt Cobain;Sneazzy;19211;2017-05-17
186;Moi aimer Toi;Vianney;19182;2017-05-17
187;Jusqu'au dernier gramme;PNL;18945;2017-05-17
188;Dans la cité;Djadja & Dinaz;18888;2017-05-17
189;Rollin;Calvin Harris;18883;2017-05-17
190;Let It Go;James Bay;18835;2017-05-17
191;Mélanger;Kalash Criminel;18693;2017-05-17
192;This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners;Kungs;18659;2017-05-17
193;X;Sofiane;18624;2017-05-17
194;White Tiger - Single Version;Izzy Bizu;18546;2017-05-17
195;Lean On (feat. MØ & DJ Snake);Major Lazer;18371;2017-05-17
196;Oceans Away;A R I Z O N A;18329;2017-05-17
197;Tchikita;Jul;18314;2017-05-17
198;Mon ami;Still Fresh;18297;2017-05-17
199;Treat You Better;Shawn Mendes;18230;2017-05-17
200;Work from Home;Fifth Harmony;18220;2017-05-17
1;Θ. Macarena;Damso;180003;2017-05-18
2;Shape of You;Ed Sheeran;131075;2017-05-18
3;Despacito - Remix;Luis Fonsi;128521;2017-05-18
4;Α. Nwaar Is The New Black;Damso;110607;2017-05-18
5;Γ. Mosaïque solitaire;Damso;108883;2017-05-18
6;Mask Off;Future;103063;2017-05-18
7;I'm the One;DJ Khaled;101687;2017-05-18
8;Ε. Signaler;Damso;97795;2017-05-18
9;B. #QuedusaalVie;Damso;90655;2017-05-18
10;Mon p'tit loup;Sofiane;86457;2017-05-18
11;Despacito (Featuring Daddy Yankee);Luis Fonsi;82786;2017-05-18
12;N. J Respect R;Damso;79434;2017-05-18
13;It Ain't Me (with Selena Gomez);Kygo;77385;2017-05-18
14;Ζ. Kietu;Damso;75748;2017-05-18
15;Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;75003;2017-05-18
16;Symphony (feat. Zara Larsson);Clean Bandit;71714;2017-05-18
17;Chocolat (feat. Awa);Lartiste;70110;2017-05-18
18;Call On Me - Ryan Riback Extended Remix;Starley;69423;2017-05-18
19;You Don't Know Me - Radio Edit;Jax Jones;68590;2017-05-18
20;Stay (with Alessia Cara);Zedd;67702;2017-05-18
21;Δ. Dieu ne ment jamais;Damso;67531;2017-05-18
22;Toka;Sofiane;67273;2017-05-18
23;Passionfruit;Drake;64571;2017-05-18
24;Attention;Charlie Puth;64204;2017-05-18
25;Ghetto;Benash;63242;2017-05-18
26;Κ. Kin la belle;Damso;62607;2017-05-18
27;HUMBLE.;Kendrick Lamar;61638;2017-05-18
28;Top album;Mister V;60446;2017-05-18
29;Tout l'monde s'en fout;Sofiane;59907;2017-05-18
30;I Feel It Coming;The Weeknd;59541;2017-05-18
31;Scared to Be Lonely;Martin Garrix;58660;2017-05-18
32;Something Just Like This;The Chainsmokers;57856;2017-05-18
